trait	n_iv	ivw_b	ivw_se	ivw_p	ivw_or	ivw_or_lci	ivw_or_uci	p_fdr_bh	p_bonf	screen_level
Cholesterol_to_total_lipids_ratio_in_very_small_VLDL	346	-0.0427581921018429	0.0118230325729168	0.0002985943197964	0.958143048614188	0.93619514503986	0.980605492852244	0.00412500230317427	0.0743499856293036	fdr_only
Cholesteryl_esters_in_chylomicrons_and_extremely_large_VLDL	301	0.0348947318347991	0.0131578620329016	0.0080015069994169	1.03551069675088	1.00914690179954	1.06256324146006	0.0343512972906001	1	fdr_only
Cholesteryl_esters_in_large_HDL	441	-0.0313507142365967	0.0119673294520095	0.0088009278986604	0.969135623806524	0.946668140185209	0.992136333168568	0.0371428990977363	1	fdr_only
Cholesteryl_esters_in_large_LDL	232	-0.017349977805539	0.0141197264335789	0.21915588624519	0.982799666368522	0.955973924801116	1.01037816948305	0.328733829367785	1	null
Cholesteryl_esters_in_large_VLDL	301	0.0144557132299036	0.0126870922830108	0.254535032273846	1.01456070233987	0.989643019103386	1.04010577436796	0.364248408253952	1	null
Cholesteryl_esters_in_LDL	256	-0.0136750747064605	0.0135844401726066	0.314092452016786	0.986418004356866	0.960500690915519	1.01303464799378	0.432094036199888	1	null
Cholesteryl_esters_in_medium_HDL	338	-0.0042106710242744	0.0135269890456108	0.755588339269226	0.995798181421692	0.969743602685461	1.02255278135037	0.810954726198436	1	null
Cholesteryl_esters_in_medium_LDL	266	-0.0063862392783883	0.0121108707281926	0.597975118534655	0.993634109407437	0.970325646382123	1.01750247152501	0.683008277592335	1	null
Cholesteryl_esters_in_medium_VLDL	223	-0.0235875179967079	0.0142738187818835	0.0984322019359302	0.976688493107986	0.949742671857188	1.00439881331666	0.188535525246512	1	null
Cholesteryl_esters_in_small_HDL	218	0.0195295436640367	0.0144332114981159	0.176024456147686	1.01972149272483	0.991278702218689	1.04898039309995	0.284610971303726	1	null
Cholesteryl_esters_in_small_LDL	265	-0.0022649932678699	0.0123654153772288	0.854663355143693	0.997737569893835	0.973846868005068	1.02221436560853	0.886713230961581	1	null
Cholesteryl_esters_in_small_VLDL	296	0.0049144277214796	0.011151583402293	0.659435071627565	1.0049265233276	0.983200044227579	1.02713310807536	0.73963663439308	1	null
Cholesteryl_esters_in_very_large_HDL	415	-0.0415376543703254	0.0121459181263481	0.0006264740197083	0.959313212326427	0.936745491817515	0.98242462588048	0.00599969349643718	0.155992030907367	fdr_only
Cholesteryl_esters_in_very_large_VLDL	302	0.0113823819859779	0.0127092767206493	0.370468379777825	1.01144740777775	0.986563289095752	1.03695917941362	0.482172316920097	1	null
Cholesteryl_esters_in_very_small_VLDL	239	-0.0209338919103189	0.0119590068982329	0.0800371151254896	0.979283701004364	0.956596558451235	1.0025089036547	0.1624920790737	1	null
Cholesteryl_esters_in_VLDL	274	-0.0020821739250357	0.0117123752209836	0.858899251190116	0.997919992295348	0.97527243221457	1.02109346899252	0.887410429652858	1	null
Cholesteryl_esters_to_total_lipids_ratio_in_chylomicrons_and_extremely_large_VLDL	125	-0.003798643945088	0.0206589270398562	0.854112135134648	0.996208561775946	0.956676346224363	1.03737434553749	0.886713230961581	1	null
Cholesteryl_esters_to_total_lipids_ratio_in_large_HDL	356	-0.0428712202233881	0.0128856881765569	0.0008777327852506	0.95803475762531	0.934141672114954	0.982538970497015	0.00728518211757998	0.218555463527399	fdr_only
Cholesteryl_esters_to_total_lipids_ratio_in_large_LDL	166	0.0143585658127749	0.0145210819664386	0.322756961473937	1.01446214517548	0.985996223171758	1.04374988444025	0.441574084653903	1	null
Cholesteryl_esters_to_total_lipids_ratio_in_large_VLDL	265	-0.0493382445842433	0.0139323993586246	0.000398221387216	0.95185911405126	0.926217910666017	0.978210162607356	0.00472176787698971	0.099157125416784	fdr_only
Cholesteryl_esters_to_total_lipids_ratio_in_medium_HDL	324	-0.0243409018390054	0.0133410340413308	0.0680744192475997	0.975952948886677	0.950764074639954	1.00180915943979	0.148688863093441	1	null
Cholesteryl_esters_to_total_lipids_ratio_in_medium_LDL	199	0.0171191783833311	0.0146463730854103	0.24247053146406	1.01726655128416	0.988479166106611	1.046892308755	0.351018385665994	1	null
Cholesteryl_esters_to_total_lipids_ratio_in_medium_VLDL	341	-0.05260775071286	0.0140272569704827	0.0001765564114003	0.948752086834311	0.9230229553917	0.975198414096295	0.00316160547085866	0.0439625464386747	bonferroni_hit
Cholesteryl_esters_to_total_lipids_ratio_in_small_HDL	203	-0.0087094093363862	0.0140928637480447	0.536574424642802	0.991328407701451	0.964320643167758	1.01909257971255	0.630221847811593	1	null
Cholesteryl_esters_to_total_lipids_ratio_in_small_LDL	214	0.0251495848893687	0.0136932397903542	0.0662627026015445	1.02546850364491	0.998312260736704	1.05336345482897	0.146012503962695	1	null
Cholesteryl_esters_to_total_lipids_ratio_in_small_VLDL	237	-0.0322358855655774	0.0136541224959629	0.0182311219166934	0.968278152299021	0.942708686947341	0.994541148502198	0.0596760827151837	1	nominal
Cholesteryl_esters_to_total_lipids_ratio_in_very_large_HDL	178	-0.0118493112367558	0.0149647565157492	0.428468844827621	0.988220615385025	0.959656151685825	1.01763530922654	0.53617103426478	1	null
Cholesteryl_esters_to_total_lipids_ratio_in_very_large_VLDL	284	-0.0552051467956677	0.015897363080596	0.0005154473248714	0.946290999473384	0.917260307483364	0.976240493978398	0.00562939083302144	0.128346383892979	fdr_only
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL	353	-0.048637601572428	0.0117953460937148	3.73228277012625e-05	0.952526261176447	0.930757526366443	0.974804127314218	0.00179873363247903	0.00929338409761436	bonferroni_hit
Cholines	258	0.0043760197733673	0.0132417834516288	0.741044423653904	1.00438560852966	0.978653261103851	1.03079455279559	0.798788144977585	1	null
Citrate	192	0.002075085555899	0.0194354929853048	0.914973163581779	1.00207724003592	0.964622466424515	1.04098632361325	0.92991150094638	1	null
Clinical_LDL_C	226	-0.0176211093781968	0.0138075175608589	0.201885968486068	0.982533234470054	0.956299774149852	1.00948633779235	0.312374340281381	1	null
Concentration_of_chylomicrons_and_extremely_large_VLDL_particles	291	0.0318854654392175	0.0140066986148033	0.0228194469380661	1.03239925313826	1.00444217348484	1.06113447445416	0.0668475563244525	1	nominal
Concentration_of_IDL_particles	208	-0.0155620160020899	0.012990387746799	0.230931058162086	0.984558446479721	0.95980688521927	1.00994830258288	0.340247535398576	1	null
Concentration_of_large_HDL_particles	432	-0.0321866286336077	0.0124774456328845	0.0098919179070778	0.968325847884757	0.944931895750731	0.992298970855231	0.0384930074532169	1	fdr_only
Concentration_of_large_LDL_particles	244	-0.0165661969396572	0.0136498488032107	0.224879783550303	0.983570267893933	0.957605002653767	1.01023957602978	0.333303964904913	1	null
Concentration_of_large_VLDL_particles	334	0.022313336811764	0.0126195884735957	0.0770356787934067	1.02256414126588	0.997581871797292	1.04817203736767	0.159849033496319	1	null
Concentration_of_LDL_particles	257	-0.0117284676158513	0.0130249689509905	0.367875336543225	0.988340042758314	0.963428110520567	1.01389613760772	0.482110309469805	1	null
Concentration_of_medium_HDL_particles	312	-0.003257505029846	0.0134822244953475	0.80907864992206	0.996747794883271	0.970753538710191	1.02343810966139	0.850044657513051	1	null
Concentration_of_medium_LDL_particles	246	-0.0104217400405387	0.0118339382845733	0.378498947144674	0.98963237812721	0.966942488853943	1.01285469935084	0.488322475849865	1	null
Concentration_of_medium_VLDL_particles	278	0.004635544271024	0.0120755650480319	0.701068841493158	1.00464630502726	0.981147412400512	1.02870800600239	0.776378861969421	1	null
Concentration_of_small_HDL_particles	235	0.0263629887003435	0.0138749117973846	0.0574269126360724	1.02671356626437	0.999168507459138	1.05501798673775	0.131186249966808	1	null
Concentration_of_small_LDL_particles	269	0.0005044203066334	0.0126162406846624	0.968107617555303	1.00050454754795	0.976067620728923	1.02555327971701	0.97201127730351	1	null
Concentration_of_small_VLDL_particles	331	0.0186023057682538	0.0113699386835578	0.101819597208043	1.01877640654121	0.996323999043694	1.04173478458939	0.192068785642445	1	null
Concentration_of_very_large_HDL_particles	349	-0.0364966576968469	0.0127548873443465	0.0042179299613572	0.964161316410347	0.940356484396	0.988568760345422	0.024302108336583	1	fdr_only
Concentration_of_very_large_VLDL_particles	346	0.029529313776239	0.0127533989427756	0.0205906491200833	1.02996962732856	1.0045429398529	1.05603990743758	0.0640543392077901	1	nominal
Concentration_of_very_small_VLDL_particles	252	-0.0086589079410784	0.0132039542290273	0.511964768548798	0.991378472433407	0.966050993143163	1.01736997589189	0.618831200818693	1	null
Concentration_of_VLDL_particles	297	0.0174599541925894	0.0115461822120862	0.130487011949147	1.01761327018976	0.994842781408299	1.04090494198529	0.233064269435154	1	null
Creatinine	340	0.0178328274557628	0.0182652511353147	0.328903268331519	1.01799278172092	0.98219338059103	1.05509701461467	0.445091922905153	1	null
Degree_of_unsaturation	231	-0.053376149001591	0.0157390395164806	0.0006955636014007	0.948023347371292	0.919224713937635	0.977724220785088	0.00641464210180646	0.173195336748774	fdr_only
DHA	180	-0.0380491212577015	0.0182739729760961	0.0373289284556927	0.962665652382183	0.928796043606131	0.997770355134506	0.0968219081819529	1	nominal
DHA_pct	165	-0.073330570388016	0.0230657005038406	0.0014768004768895	0.929293582305008	0.888216869519498	0.972269939638112	0.0106362591527894	0.367723318745486	fdr_only
Free_cholesterol_in_chylomicrons_and_extremely_large_VLDL	284	0.0365688434170622	0.0133507842750663	0.0061611699132031	1.03724570909878	1.01045558786035	1.06474611449478	0.0295025251612995	1	fdr_only
Free_cholesterol_in_IDL	252	-0.0211540338006041	0.0137784648175233	0.124710924553641	0.979068143366803	0.952981464792442	1.00586891221908	0.226664381123041	1	null
Free_cholesterol_in_large_HDL	405	-0.0352155155313487	0.0123930857178547	0.0044895461184049	0.965397335716308	0.942229914550251	0.989134394287416	0.024302108336583	1	fdr_only
Free_cholesterol_in_large_LDL	244	-0.0168826875034679	0.0132656711096589	0.203138757382476	0.983259026440389	0.958023086289464	1.00915972371921	0.312374340281381	1	null
Free_cholesterol_in_large_VLDL	338	0.0189520561789744	0.0126352053520476	0.133629816934316	1.01913278632619	0.994203916171978	1.04468672801457	0.235984570330813	1	null
Free_cholesterol_in_LDL	232	-0.0203277425140118	0.0127954751179257	0.112135708729898	0.97987747316768	0.955608590677481	1.0047626944634	0.208371578162273	1	null
Free_cholesterol_in_medium_HDL	311	-0.0107754641811335	0.0137704844939797	0.43391822295147	0.989282383169235	0.962938613975671	1.01634685684515	0.54022818757458	1	null
Free_cholesterol_in_medium_LDL	220	-0.0183385415925893	0.0134792645294408	0.173671701274165	0.981828586274815	0.956228956775155	1.00811355480952	0.282642180505014	1	null
Free_cholesterol_in_medium_VLDL	258	-0.0032105500971736	0.0115138571008746	0.780365870582706	0.996794598207686	0.974551698615427	1.01954516361488	0.830389323825187	1	null
Free_cholesterol_in_small_HDL	237	0.0176677814384314	0.014166365222254	0.212337351316227	1.01782477993102	0.989952522180244	1.04648178516686	0.323622524009511	1	null
Free_cholesterol_in_small_LDL	220	-0.0273756458431235	0.0141396552483978	0.0528566729018584	0.972995671086907	0.946400564232469	1.00033813559869	0.126551072620796	1	null
Free_cholesterol_in_small_VLDL	278	-0.0047077472875142	0.0121383072236086	0.698132843949586	0.995303316785651	0.971903431811127	1.01926658552743	0.776378861969421	1	null
Free_cholesterol_in_very_large_HDL	338	-0.0470498534908875	0.0123798026261079	0.0001443849484308	0.9540398341886	0.931169210722683	0.977472187372056	0.0029959876799391	0.0359518521592692	bonferroni_hit
Free_cholesterol_in_very_large_VLDL	322	0.0225336481541701	0.0135237804059641	0.0956687975868231	1.0227894485625	0.996034920328344	1.05026263109926	0.184663027900147	1	null
Free_cholesterol_in_very_small_VLDL	245	-0.0120606723552358	0.0128279180711144	0.347120427566029	0.988011766042545	0.963480151481155	1.0131679914089	0.462208483764392	1	null
Free_cholesterol_in_VLDL	299	0.0184702931220196	0.012577132622031	0.141951755775927	1.01864192404875	0.99383817556939	1.04406471288473	0.248562788528439	1	null
Free_cholesterol_to_total_lipids_ratio_in_chylomicrons_and_extremely_large_VLDL	132	-0.0243855881175773	0.0199387043957615	0.22131922776112	0.975909338155738	0.938506545330456	1.01480276407047	0.329990944386341	1	null
Free_cholesterol_to_total_lipids_ratio_in_IDL	206	-0.0497333371263371	0.015730617193344	0.0015692487442896	0.951483115896099	0.922594612984889	0.981276182511351	0.0108539704813364	0.39074293732811	fdr_only
Free_cholesterol_to_total_lipids_ratio_in_large_HDL	285	-0.0343221226603229	0.0121167741523884	0.0046169355619506	0.96626020019484	0.943582950669884	0.989482454952937	0.0244599352111851	1	fdr_only
Free_cholesterol_to_total_lipids_ratio_in_large_LDL	364	-0.0444546319593248	0.0120860297775879	0.0002349011980544	0.956518994501903	0.934126650047597	0.979448115302472	0.0036556498947216	0.0584903983155456	fdr_only
Free_cholesterol_to_total_lipids_ratio_in_large_VLDL	196	-0.0052109359247983	0.0155754637985164	0.737956598853983	0.994802617449666	0.964892247046051	1.02564016937062	0.798788144977585	1	null
Free_cholesterol_to_total_lipids_ratio_in_medium_HDL	364	-0.0307570497752475	0.0123647133980219	0.0128649566606565	0.969711135998271	0.946492825838668	0.993499011940044	0.047811555350798	1	fdr_only
Free_cholesterol_to_total_lipids_ratio_in_medium_LDL	331	-0.0443013456646614	0.012857990150087	0.0005701449460268	0.956665626992434	0.932857328876471	0.981081558281908	0.00591525381502805	0.141966091560673	fdr_only
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL	304	-0.0478179754175081	0.0127856661106434	0.000184044066997	0.953307296648181	0.929714358886664	0.977498941643698	0.00316160547085866	0.045826972682253	bonferroni_hit
Free_cholesterol_to_total_lipids_ratio_in_small_HDL	307	-0.017423258181008	0.012532663355199	0.16445968569503	0.982727649078719	0.958881979048919	1.00716631802976	0.27300307825375	1	null
Free_cholesterol_to_total_lipids_ratio_in_small_LDL	274	-0.0314281434540982	0.0125737973084102	0.0124370455519769	0.969060587298567	0.945470316214586	0.993239455274773	0.0469215809460947	1	fdr_only
Free_cholesterol_to_total_lipids_ratio_in_small_VLDL	314	-0.0422107856527884	0.0132156243246956	0.0014031311770468	0.958667685879927	0.934154525731465	0.98382409615876	0.0105872625177168	0.349379663084653	fdr_only
Free_cholesterol_to_total_lipids_ratio_in_very_large_HDL	336	0.0209119020562635	0.0145227007654835	0.149882732283953	1.02113208803754	0.992475857708014	1.0506157234171	0.257384829922099	1	null
Free_cholesterol_to_total_lipids_ratio_in_very_large_VLDL	225	-0.0541166710291389	0.0150205588020924	0.0003147592118888	0.947321575070927	0.91983868538945	0.97562559701966	0.00412500230317427	0.0783750437603112	fdr_only
Free_cholesterol_to_total_lipids_ratio_in_very_small_VLDL	172	-0.0320037340766629	0.0134768874675326	0.0175626203608931	0.968502965608124	0.943255175272937	0.994426554956685	0.0590958441873295	1	nominal
Gln	243	-0.040110763286193	0.0180444052849719	0.0262230865945286	0.960683024850211	0.927300318556554	0.995267504784174	0.0739366819408111	1	nominal
Glucose	127	-0.0199923257164818	0.0239328869642298	0.403520941360734	0.980206195658143	0.935287992111363	1.02728164384709	0.512636297953177	1	null
Gly	208	0.0058761733555736	0.0159617790550726	0.712768658824453	1.00589347192877	0.974911176078363	1.03786037302292	0.785307062156145	1	null
GlycA	328	0.0716994638484488	0.0146183120628588	9.35367008369753e-07	1.0743324198101	1.0439875584597	1.10555929417197	7.76354616946895e-05	0.000232906385084069	bonferroni_hit
HDL_C	389	-0.0189060045459778	0.0125204264641398	0.131040151489645	0.981271592977004	0.957484218147462	1.00564993232644	0.233064269435154	1	null
HDL_CE	393	-0.0244898527535614	0.0127379278688842	0.0545311660638322	0.975807590628268	0.951746851942615	1.00047659940688	0.128096795753719	1	null
HDL_FC	336	-0.0235942715526808	0.0131093207297697	0.0718908250310158	0.976681897009854	0.951906426814381	1.00210220361584	0.154317374420025	1	null
HDL_L	331	-0.0195010535176572	0.0138172661942537	0.158140267776951	0.980687862016143	0.954485434973681	1.00760959514517	0.266060315381492	1	null
HDL_P	294	-0.0043634055049147	0.0146117416069001	0.765227537216829	0.99564610031794	0.967536219063416	1.02457265944826	0.817775350931289	1	null
HDL_PL	292	-0.0177057437781093	0.0133444942202822	0.18456818439394	0.982450081878195	0.957087028827836	1.00848526237429	0.29459921739802	1	null
HDL_size	383	-0.0400200195079812	0.0119825015582936	0.0008381706069543	0.96077020481301	0.938468748839475	0.98360162509186	0.00719670624591796	0.208704481131621	fdr_only
HDL_TG	252	0.026609096367763	0.0115502885214154	0.0212361017516514	1.02696627944132	1.00397842386648	1.05048048248676	0.0640543392077901	1	nominal
His	104	-0.0281494356516741	0.0245377617108577	0.251303763801655	0.972243068168642	0.926590601909528	1.02014479928242	0.361703105124925	1	null
IDL_CE	233	-0.0264230994980368	0.0138660320894409	0.0567022274997329	0.973922936118532	0.947810660018968	1.00075460797071	0.131186249966808	1	null
IDL_CE_pct	227	-0.0231841851329793	0.0121781377247075	0.0569421580159701	0.977082503128136	0.954036512625974	1.00068519944941	0.131186249966808	1	null
Isoleucine	80	0.0356869784247984	0.03456595773103	0.301870091736063	1.03633140162668	0.968446247230466	1.10897510013475	0.417586960234887	1	null
Lactate	79	0.0835570524654334	0.0395298880526166	0.0345350007635124	1.0871472379538	1.00609698328051	1.17472682716618	0.0934697303273325	1	nominal
LDL_cholesterol	243	-0.0142286407268834	0.013303688593982	0.284832723708612	0.985872107976504	0.960497528062722	1.01191703766943	0.396234490664163	1	null
Leucine	116	0.0182578913113997	0.0282123100195803	0.5175281037458	1.01842558563586	0.963639288617688	1.07632667713825	0.6200127689002	1	null
Linoleic_acid	225	0.027907061882504	0.0131274285666945	0.0335150034262974	1.02830011170372	1.00217967393479	1.05510134283434	0.0917058884961324	1	nominal
Monounsaturated_fatty_acids	289	0.0507793919851397	0.0136088610489744	0.0001904581608951	1.05209076802401	1.02439892334174	1.08053118657183	0.00316160547085866	0.0474240820628799	bonferroni_hit
Omega3_fatty_acids	239	-0.007907095785011	0.0142896216491708	0.580026948594972	0.992124083064695	0.964722528504927	1.0203039393331	0.671752140465805	1	null
Omega6_fatty_acids	247	0.0109614637768169	0.0122732931194743	0.371795521480557	1.01102176073379	0.986991165216297	1.03563743699089	0.482172316920097	1	null
Phenylalanine	46	0.0741944831761115	0.052217628602649	0.155354437705638	1.07701624666954	0.972240508029086	1.19308338421489	0.264953801292492	1	null
Phosphatidylcholines	252	0.0089668984870045	0.0140806361054706	0.524238960211739	1.00900722155542	0.981541338692189	1.03724166575347	0.6200127689002	1	null
Phosphoglycerides	251	0.0051618142138418	0.0141998328301463	0.716222209433272	1.00517515932862	0.977585172297545	1.03354380729476	0.785635815633853	1	null
Phospholipids_in_chylomicrons_and_extremely_large_VLDL	306	0.0344027120718513	0.0133268243211531	0.0098382361839634	1.03500133034278	1.0083165281743	1.06239233800019	0.0384930074532169	1	fdr_only
Phospholipids_in_IDL	254	-0.0231031391082179	0.0136279313191974	0.0900225994078889	0.977161694989928	0.951406479522356	1.00361412152139	0.178383078282984	1	null
Phospholipids_in_large_HDL	388	-0.0271878234641536	0.0122947769726358	0.0270129128538805	0.973178438611956	0.950007322682401	0.996914708725697	0.0747357255624027	1	nominal
Phospholipids_in_large_LDL	227	-0.0180671775054648	0.0134754735490272	0.180003169069484	0.982095055446289	0.956495585227308	1.00837966513231	0.289166381279365	1	null
Phospholipids_in_large_VLDL	342	0.0288972983038743	0.0124780382225214	0.0205663135545729	1.02931887625206	1.00445021632009	1.05480324638724	0.0640543392077901	1	nominal
Phospholipids_in_LDL	238	-0.0117332532533165	0.0134683044630136	0.383658481862941	0.988335312932494	0.962586708619068	1.01477267662536	0.492427639092125	1	null
Phospholipids_in_medium_HDL	270	0.0082843969859526	0.0129495889355414	0.522340292077736	1.00831880756065	0.983048523559227	1.03423869047627	0.6200127689002	1	null
Phospholipids_in_medium_LDL	267	-0.0089691880230002	0.0134488479238299	0.504828822473268	0.991070915156681	0.965287851943769	1.01754264998947	0.613182325833384	1	null
Phospholipids_in_medium_VLDL	284	0.0069525159567923	0.0124760437470884	0.577343459143122	1.00697674080453	0.982651715068339	1.03190391974311	0.671752140465805	1	null
Phospholipids_in_small_HDL	235	0.0299310306724665	0.0148687400479668	0.0441128113301314	1.03038346664802	1.0007886109687	1.06085348764505	0.109840900212027	1	nominal
Phospholipids_in_small_LDL	248	-0.0203522089569666	0.0125387459965068	0.104558308161327	0.979853499344659	0.956066171658512	1.00423266572903	0.195752020542635	1	null
Phospholipids_in_small_VLDL	300	0.006376847995657	0.0117328254828236	0.586782226579224	1.00639722337805	0.983517851869523	1.02980883295387	0.676429511195494	1	null
Phospholipids_in_very_large_HDL	364	-0.0417260100968671	0.0124081320324696	0.0007715750865659	0.959132537205469	0.936087851114607	0.982744539234033	0.00686150701981818	0.192122196554909	fdr_only
Phospholipids_in_very_large_VLDL	336	0.0215656697609266	0.0128317291849624	0.0928305526945893	1.02179988948862	0.996421897278971	1.04782423691222	0.180584434538693	1	null
