locus_key	window	outcome	author_cs	mdd_cs	retained_alpha_mass	n_shared	jaccard	top_r2	clpp
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:59341330-61340916_L2	L1	0	0	0		0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:59341330-61340916_L2	L2	0	0	0		0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:59341330-61340916_L3	L1	0	0	0		0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:59341330-61340916_L3	L2	0	0	0		0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:59341330-61340916_L5	L1	1	0	0	0.00495333318197227	0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:59341330-61340916_L5	L2	1	0	0	0.00549311946710512	0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:59341330-61340916_L7	L1	0	0	0		0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:59341330-61340916_L7	L2	0	0	0		0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:59341330-61340916_L8	L1	0	0	0		0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:59341330-61340916_L8	L2	0	0	0		0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:59341330-61340916_L9	L1	1	0	0	0.00081641903599218	0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:59341330-61340916_L9	L2	1	0	0	0.551105885629827	0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:60820861-62820799_L1	L1	1	1	0.0333333333333333	0.962576786514674	0.0373366097290871
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:60820861-62820799_L1	L2	1	0	0	0.000362746185989471	0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:60820861-62820799_L2	L1	1	0	0	0.148829639696121	0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:60820861-62820799_L2	L2	1	0	0	0.00260909215307947	0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:60820861-62820799_L4	L1	1	0	0	0.032503919444494	0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:60820861-62820799_L4	L2	1	0	0	0.000353358963423922	0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:60820861-62820799_L5	L1	1	0	0	0.0510439700399454	0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:60820861-62820799_L5	L2	1	0	0	0.00220937525471149	0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:62231065-64230743_L1	L1	0	0	0		0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:62231065-64230743_L1	L2	0	0	0		0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:62231065-64230743_L4	L1	1	0	0	0.000237830431252042	0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:62231065-64230743_L4	L2	1	0	0	0.00036835742012499	0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:62231065-64230743_L5	L1	1	0	0	0.000960031071220571	0
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids__locus192	chr11_60000001_63000001	main	MUFA_pct_chr11:62231065-64230743_L5	L2	1	0	0	0.000212652344374398	0
Cholesterol_in_very_large_HDL__locus333	chr11_60000001_63000001	main	XL_HDL_C_chr11:60820861-62820799_L1	L1	1	2	0.0666666666666667	0.962576786514674	0.0339427499951121
Cholesterol_in_very_large_HDL__locus333	chr11_60000001_63000001	main	XL_HDL_C_chr11:60820861-62820799_L1	L2	1	0	0	0.000362746185989471	0
Cholesterol_in_very_large_HDL__locus333	chr11_60000001_63000001	main	XL_HDL_C_chr11:60820861-62820799_L2	L1	1	0	0	0.148917146798667	0
Cholesterol_in_very_large_HDL__locus333	chr11_60000001_63000001	main	XL_HDL_C_chr11:60820861-62820799_L2	L2	1	0	0	0.00259334401595014	0
Cholesterol_in_very_large_HDL__locus333	chr11_60000001_63000001	main	XL_HDL_C_chr11:60820861-62820799_L4	L1	1	0	0	0.032503919444494	0
Cholesterol_in_very_large_HDL__locus333	chr11_60000001_63000001	main	XL_HDL_C_chr11:60820861-62820799_L4	L2	1	0	0	0.000353358963423922	0
Cholesterol_in_very_large_HDL__locus333	chr11_60000001_63000001	main	XL_HDL_C_chr11:60820861-62820799_L5	L1	1	0	0	0.0510439700399454	0
Cholesterol_in_very_large_HDL__locus333	chr11_60000001_63000001	main	XL_HDL_C_chr11:60820861-62820799_L5	L2	1	0	0	0.00220937525471149	0
Free_cholesterol_in_very_large_HDL__locus199	chr11_60000001_63000001	main	XL_HDL_FC_chr11:60820861-62820799_L1	L1	1	1	0.0333333333333333	0.962576786514674	0.0355010865489484
Free_cholesterol_in_very_large_HDL__locus199	chr11_60000001_63000001	main	XL_HDL_FC_chr11:60820861-62820799_L1	L2	1	0	0	0.000362746185989471	0
Free_cholesterol_in_very_large_HDL__locus199	chr11_60000001_63000001	main	XL_HDL_FC_chr11:60820861-62820799_L2	L1	0.954291440907933	0	0	0.139820953468245	0
Free_cholesterol_in_very_large_HDL__locus199	chr11_60000001_63000001	main	XL_HDL_FC_chr11:60820861-62820799_L2	L2	0.954291440907933	0	0	0.00273244955170239	0
Free_cholesterol_in_very_large_HDL__locus199	chr11_60000001_63000001	main	XL_HDL_FC_chr11:60820861-62820799_L3	L1	1	0	0	0.0510439700399454	0
Free_cholesterol_in_very_large_HDL__locus199	chr11_60000001_63000001	main	XL_HDL_FC_chr11:60820861-62820799_L3	L2	1	0	0	0.00220937525471149	0
Free_cholesterol_in_very_large_HDL__locus199	chr11_60000001_63000001	main	XL_HDL_FC_chr11:60820861-62820799_L5	L1	1	0	0	0.032503919444494	0
Free_cholesterol_in_very_large_HDL__locus199	chr11_60000001_63000001	main	XL_HDL_FC_chr11:60820861-62820799_L5	L2	1	0	0	0.000353358963423922	0
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus289	chr11_60000001_63000001	main	XS_VLDL_CE_pct_chr11:60820861-62820799_L1	L1	1	2	0.0666666666666667	0.959035771331074	0.0466160565593438
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus289	chr11_60000001_63000001	main	XS_VLDL_CE_pct_chr11:60820861-62820799_L1	L2	1	0	0	0.000369145321672315	0
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus289	chr11_60000001_63000001	main	XS_VLDL_CE_pct_chr11:60820861-62820799_L2	L1	1	0	0	0.234424157548866	0
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus289	chr11_60000001_63000001	main	XS_VLDL_CE_pct_chr11:60820861-62820799_L2	L2	1	0	0	0.000395229009667323	0
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus289	chr11_60000001_63000001	main	XS_VLDL_CE_pct_chr11:60820861-62820799_L5	L1	1	0	0	0.032503919444494	0
Cholesteryl_esters_to_total_lipids_ratio_in_very_small_VLDL__locus289	chr11_60000001_63000001	main	XS_VLDL_CE_pct_chr11:60820861-62820799_L5	L2	1	0	0	0.000353358963423922	0
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus287	chr11_60000001_63000001	main	M_VLDL_FC_pct_chr11:60820861-62820799_L1	L1	1	2	0.0666666666666667	0.962576786514674	0.0372418023596585
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus287	chr11_60000001_63000001	main	M_VLDL_FC_pct_chr11:60820861-62820799_L1	L2	1	0	0	0.000362746185989471	0
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus287	chr11_60000001_63000001	main	M_VLDL_FC_pct_chr11:60820861-62820799_L2	L1	0.956065181620381	0	0	0.235116736021471	0
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus287	chr11_60000001_63000001	main	M_VLDL_FC_pct_chr11:60820861-62820799_L2	L2	0.956065181620381	0	0	0.000394673753773975	0
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus287	chr11_60000001_63000001	main	M_VLDL_FC_pct_chr11:60820861-62820799_L5	L1	1	0	0	0.032503919444494	0
Free_cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus287	chr11_60000001_63000001	main	M_VLDL_FC_pct_chr11:60820861-62820799_L5	L2	1	0	0	0.000353358963423922	0
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus288	chr11_60000001_63000001	main	XS_VLDL_TG_pct_chr11:60820861-62820799_L1	L1	1	2	0.0666666666666667	0.959035771331074	0.0427025438249865
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus288	chr11_60000001_63000001	main	XS_VLDL_TG_pct_chr11:60820861-62820799_L1	L2	1	0	0	0.000369145321672315	0
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus288	chr11_60000001_63000001	main	XS_VLDL_TG_pct_chr11:60820861-62820799_L2	L1	1	0	0	0.235116736021471	0
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus288	chr11_60000001_63000001	main	XS_VLDL_TG_pct_chr11:60820861-62820799_L2	L2	1	0	0	0.000394673753773975	0
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus288	chr11_60000001_63000001	main	XS_VLDL_TG_pct_chr11:60820861-62820799_L4	L1	1	0	0	0.032503919444494	0
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus288	chr11_60000001_63000001	main	XS_VLDL_TG_pct_chr11:60820861-62820799_L4	L2	1	0	0	0.000353358963423922	0
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus293	chr11_60000001_63000001	main	M_VLDL_C_pct_chr11:60820861-62820799_L1	L1	1	4	0.133333333333333	0.959035771331074	0.0387297046385069
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus293	chr11_60000001_63000001	main	M_VLDL_C_pct_chr11:60820861-62820799_L1	L2	1	0	0	0.000369145321672315	0
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus293	chr11_60000001_63000001	main	M_VLDL_C_pct_chr11:60820861-62820799_L3	L1	0.986461565457407	0	0	0.243780386674107	0
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus293	chr11_60000001_63000001	main	M_VLDL_C_pct_chr11:60820861-62820799_L3	L2	0.986461565457407	0	0	0.000608657297123616	0
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus293	chr11_60000001_63000001	main	M_VLDL_C_pct_chr11:60820861-62820799_L4	L1	1	0	0	0.032503919444494	0
Cholesterol_to_total_lipids_ratio_in_medium_VLDL__locus293	chr11_60000001_63000001	main	M_VLDL_C_pct_chr11:60820861-62820799_L4	L2	1	0	0	0.000353358963423922	0
Cholesteryl_esters_to_total_lipids_ratio_in_medium_VLDL__locus292	chr11_60000001_63000001	main	M_VLDL_CE_pct_chr11:60820861-62820799_L1	L1	1	4	0.133333333333333	0.959035771331074	0.0391119624834501
Cholesteryl_esters_to_total_lipids_ratio_in_medium_VLDL__locus292	chr11_60000001_63000001	main	M_VLDL_CE_pct_chr11:60820861-62820799_L1	L2	1	0	0	0.000369145321672315	0
Cholesteryl_esters_to_total_lipids_ratio_in_medium_VLDL__locus292	chr11_60000001_63000001	main	M_VLDL_CE_pct_chr11:60820861-62820799_L3	L1	1	0	0	0.243780386674107	0
Cholesteryl_esters_to_total_lipids_ratio_in_medium_VLDL__locus292	chr11_60000001_63000001	main	M_VLDL_CE_pct_chr11:60820861-62820799_L3	L2	1	0	0	0.000608657297123616	0
Cholesteryl_esters_to_total_lipids_ratio_in_medium_VLDL__locus292	chr11_60000001_63000001	main	M_VLDL_CE_pct_chr11:60820861-62820799_L4	L1	1	0	0	0.032503919444494	0
Cholesteryl_esters_to_total_lipids_ratio_in_medium_VLDL__locus292	chr11_60000001_63000001	main	M_VLDL_CE_pct_chr11:60820861-62820799_L4	L2	1	0	0	0.000353358963423922	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:59341330-61340916_L10	L1	0.0491420859651322	0	0	0.00199238379853474	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:59341330-61340916_L10	L2	0.0491420859651322	0	0	0.00304139865680281	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:59341330-61340916_L2	L1	1	0	0	0.00495333318197227	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:59341330-61340916_L2	L2	1	0	0	0.00549311946710512	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:59341330-61340916_L3	L1	0	0	0		0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:59341330-61340916_L3	L2	0	0	0		0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:59341330-61340916_L4	L1	0	0	0		0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:59341330-61340916_L4	L2	0	0	0		0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:59341330-61340916_L7	L1	0	0	0		0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:59341330-61340916_L7	L2	0	0	0		0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:59341330-61340916_L8	L1	0	0	0		0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:59341330-61340916_L8	L2	0	0	0		0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:60820861-62820799_L1	L1	1	1	0.0333333333333333	0.962576786514674	0.0373360629455242
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:60820861-62820799_L1	L2	1	0	0	0.000362746185989471	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:60820861-62820799_L2	L1	1	0	0	0.148829639696121	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:60820861-62820799_L2	L2	1	0	0	0.00260909215307947	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:60820861-62820799_L4	L1	1	0	0	0.032503919444494	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:60820861-62820799_L4	L2	1	0	0	0.000353358963423922	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:60820861-62820799_L5	L1	1	0	0	0.0510439700399454	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:60820861-62820799_L5	L2	1	0	0	0.00220937525471149	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:62231065-64230743_L1	L1	0	0	0		0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:62231065-64230743_L1	L2	0	0	0		0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:62231065-64230743_L3	L1	1	0	0	0.0070177710650674	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:62231065-64230743_L3	L2	1	0	0	2.33631935914258e-06	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:62231065-64230743_L4	L1	1	0	0	0.000237830431252042	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:62231065-64230743_L4	L2	1	0	0	0.00036835742012499	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:62231065-64230743_L5	L1	1	0	0	0.00177734409398256	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:62231065-64230743_L5	L2	1	0	0	2.05739449182863e-05	0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:62231065-64230743_L6	L1	0	0	0		0
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids__locus295	chr11_60000001_63000001	main	PUFA_by_MUFA_chr11:62231065-64230743_L6	L2	0	0	0		0
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus273	chr11_60000001_63000001	main	PUFA_pct_chr11:60820861-62820799_L1	L1	1	1	0.0333333333333333	0.962576786514674	0.0371142289720451
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus273	chr11_60000001_63000001	main	PUFA_pct_chr11:60820861-62820799_L1	L2	1	0	0	0.000362746185989471	0
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus273	chr11_60000001_63000001	main	PUFA_pct_chr11:60820861-62820799_L2	L1	1	0	0	0.234424157548866	0
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus273	chr11_60000001_63000001	main	PUFA_pct_chr11:60820861-62820799_L2	L2	1	0	0	0.000395229009667323	0
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus273	chr11_60000001_63000001	main	PUFA_pct_chr11:60820861-62820799_L3	L1	1	0	0	0.648034224042338	0
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus273	chr11_60000001_63000001	main	PUFA_pct_chr11:60820861-62820799_L3	L2	1	0	0	0.00315382961001648	0
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus273	chr11_60000001_63000001	main	PUFA_pct_chr11:60820861-62820799_L4	L1	1	0	0	0.032503919444494	0
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids__locus273	chr11_60000001_63000001	main	PUFA_pct_chr11:60820861-62820799_L4	L2	1	0	0	0.000353358963423922	0
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus320	chr11_60000001_63000001	main	XL_HDL_TG_pct_chr11:60820861-62820799_L1	L1	1	4	0.133333333333333	0.959035771331074	0.0356710998022138
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus320	chr11_60000001_63000001	main	XL_HDL_TG_pct_chr11:60820861-62820799_L1	L2	1	0	0	0.000369145321672315	0
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus320	chr11_60000001_63000001	main	XL_HDL_TG_pct_chr11:60820861-62820799_L2	L1	0.905396469082353	0	0	0.000104592336042098	0
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus320	chr11_60000001_63000001	main	XL_HDL_TG_pct_chr11:60820861-62820799_L2	L2	0.905396469082353	0	0	2.33249625864102e-06	0
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus320	chr11_60000001_63000001	main	XL_HDL_TG_pct_chr11:60820861-62820799_L3	L1	1	0	0	0.243780386674107	0
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus320	chr11_60000001_63000001	main	XL_HDL_TG_pct_chr11:60820861-62820799_L3	L2	1	0	0	0.000608657297123616	0
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus320	chr11_60000001_63000001	main	XL_HDL_TG_pct_chr11:60820861-62820799_L4	L1	1	0	0	0.032503919444494	0
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus320	chr11_60000001_63000001	main	XL_HDL_TG_pct_chr11:60820861-62820799_L4	L2	1	0	0	0.000353358963423922	0
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus328	chr11_60000001_63000001	main	L_HDL_C_pct_chr11:60825690-62825489_L1	L1	1	5	0.166666666666667	0.959035771331074	0.0316965350561901
Cholesterol_to_total_lipids_ratio_in_large_HDL__locus328	chr11_60000001_63000001	main	L_HDL_C_pct_chr11:60825690-62825489_L1	L2	1	0	0	0.000369145321672315	0
